order_id,order_date,ship_date,ship_mode,order_priority,market,region,customer_id
UP-2015-RM9675137-42152,2015-05-28,2015-06-01,Second Class,Medium,Europe,Eastern Europe,RM-9675137
MX-2013-SV2081531-41492,2013-08-06,2013-08-06,Same Day,Medium,LATAM,Caribbean,SV-2081531
US-2013-CK1259536-41550,2013-10-03,2013-10-07,Second Class,Medium,LATAM,Caribbean,CK-1259536
IN-2013-CY1274527-41494,2013-08-08,2013-08-12,Second Class,High,Asia Pacific,Eastern Asia,CY-1274527
ES-2014-GM1450045-41800,2014-06-10,2014-06-14,Standard Class,Medium,Europe,Western Europe,GM-1450045
IT-2015-MC17575139-42230,2015-08-14,2015-08-20,Standard Class,Low,Europe,Northern Europe,MC-17575139
ES-2012-MM18055139-41038,2012-05-09,2012-05-13,Standard Class,Medium,Europe,Northern Europe,MM-18055139
IN-2013-PO1918027-41566,2013-10-19,2013-10-23,Standard Class,High,Asia Pacific,Eastern Asia,PO-1918027
ES-2014-TT21070139-41835,2014-07-15,2014-07-18,First Class,Medium,Europe,Northern Europe,TT-21070139
MX-2014-DK1337516-41775,2014-05-16,2014-05-20,Standard Class,High,LATAM,South America,DK-1337516
US-2013-BG1174082-41445,2013-06-20,2013-06-26,Standard Class,Medium,LATAM,Central America,BG-1174082
CA-2014-HJ14875140-41969,2014-11-26,2014-12-01,Standard Class,Medium,USCA,Southern US,HJ-148751408
IN-2013-JD1589558-41613,2013-12-05,2013-12-10,Standard Class,Medium,Asia Pacific,Southern Asia,JD-1589558
NI-2014-JH618095-41709,2014-03-11,2014-03-16,Standard Class,Medium,Africa,Western Africa,JH-618095
US-2015-HK14890140-42090,2015-03-27,2015-03-31,Standard Class,Medium,USCA,Central US,HK-148901402
MX-2015-TH2111526-42294,2015-10-17,2015-10-24,Standard Class,Medium,LATAM,South America,TH-2111526
CA-2013-HK14890140-41594,2013-11-16,2013-11-20,Standard Class,Medium,USCA,Western US,HK-148901404
ID-2015-AI1085559-42061,2015-02-26,2015-03-04,Standard Class,Medium,Asia Pacific,Southeastern Asia,AI-1085559
MX-2012-BP1129026-41065,2012-06-05,2012-06-08,Second Class,Critical,LATAM,South America,BP-1129026
SU-2015-DB3555122-42364,2015-12-26,2015-12-30,Standard Class,Medium,Africa,North Africa,DB-3555122
IT-2013-JE15475139-41338,2013-03-05,2013-03-10,Standard Class,Medium,Europe,Northern Europe,JE-15475139
CA-2013-HK14890140-41572,2013-10-25,2013-10-30,Standard Class,Medium,USCA,Eastern US,HK-148901406
CA-2012-HK14890140-41069,2012-06-09,2012-06-14,Second Class,Medium,USCA,Central US,HK-148901402
MX-2012-KA1652593-41243,2012-11-30,2012-12-04,Standard Class,Medium,LATAM,Central America,KA-1652593
MX-2014-KD1627031-41870,2014-08-19,2014-08-24,Standard Class,Medium,LATAM,Caribbean,KD-1627031
ES-2015-AS1028564-42323,2015-11-15,2015-11-20,Standard Class,Medium,Europe,Southern Europe,AS-1028564
CA-2014-HK489023-41761,2014-05-02,2014-05-06,Standard Class,Medium,USCA,Canada,HK-489023
IN-2013-EP1391527-41579,2013-11-01,2013-11-04,First Class,Critical,Asia Pacific,Eastern Asia,EP-1391527
IN-2012-KT1646527-41172,2012-09-20,2012-09-24,Standard Class,High,Asia Pacific,Eastern Asia,KT-1646527
ID-2013-SW2075559-41579,2013-11-01,2013-11-05,Standard Class,Medium,Asia Pacific,Southeastern Asia,SW-2075559
CA-2014-HK14890140-41936,2014-10-24,2014-10-30,Standard Class,Low,USCA,Central US,HK-148901402
IT-2014-CD1198048-41997,2014-12-24,2014-12-28,Second Class,Medium,Europe,Western Europe,CD-1198048
IN-2015-GW14605102-42265,2015-09-18,2015-09-23,Standard Class,Medium,Asia Pacific,Southeastern Asia,GW-14605102
ZA-2015-KW6435146-42167,2015-06-12,2015-06-16,Standard Class,Medium,Africa,Eastern Africa,KW-6435146
ES-2014-KH1663048-41762,2014-05-03,2014-05-07,Standard Class,Medium,Europe,Western Europe,KH-1663048
IN-2012-SS2087527-40995,2012-03-27,2012-04-01,Standard Class,Medium,Asia Pacific,Eastern Asia,SS-2087527
MX-2014-MK1816093-41713,2014-03-15,2014-03-20,Standard Class,Medium,LATAM,Central America,MK-1816093
IN-2013-AF10870144-41542,2013-09-25,2013-09-30,Standard Class,Medium,Asia Pacific,Southeastern Asia,AF-10870144
ES-2015-CC1222045-42244,2015-08-28,2015-09-01,Standard Class,Medium,Europe,Western Europe,CC-1222045
IN-2012-JK152057-41065,2012-06-05,2012-06-09,Standard Class,High,Asia Pacific,Oceania,JK-152057
TU-2013-JL5835134-41611,2013-12-03,2013-12-08,Standard Class,Medium,Asia Pacific,Western Asia,JL-5835134
ES-2014-KN1645064-41895,2014-09-13,2014-09-18,Standard Class,Medium,Europe,Southern Europe,KN-1645064
ID-2014-KH1651092-41954,2014-11-11,2014-11-15,Standard Class,Medium,Asia Pacific,Oceania,KH-1651092
MX-2013-BF1121518-41460,2013-07-05,2013-07-11,Standard Class,Low,LATAM,South America,BF-1121518
KZ-2015-AP72068-42180,2015-06-25,2015-06-29,Standard Class,High,Asia Pacific,Central Asia,AP-72068
ID-2014-GZ145457-41845,2014-07-25,2014-07-30,Standard Class,Medium,Asia Pacific,Oceania,GZ-145457
IR-2013-HW493560-41458,2013-07-03,2013-07-09,Standard Class,Medium,Asia Pacific,Southern Asia,HW-493560
ES-2013-JP1546048-41446,2013-06-21,2013-06-28,Standard Class,Medium,Europe,Western Europe,JP-1546048
ES-2013-SW2027545-41580,2013-11-02,2013-11-06,Second Class,Medium,Europe,Western Europe,SW-2027545
CA-2015-HK14890140-42218,2015-08-02,2015-08-05,Second Class,Critical,USCA,Western US,HK-148901404
US-2012-AC1042018-41136,2012-08-15,2012-08-18,First Class,Medium,LATAM,South America,AC-1042018
ES-2013-DL1331564-41487,2013-08-01,2013-08-05,Standard Class,Medium,Europe,Southern Europe,DL-1331564
IN-2014-GA1472527-41891,2014-09-09,2014-09-09,Same Day,Critical,Asia Pacific,Eastern Asia,GA-1472527
CA-2015-HK14890140-42159,2015-06-04,2015-06-08,Standard Class,Medium,USCA,Southern US,HK-148901408
TU-2015-JM6195134-42357,2015-12-19,2015-12-23,Standard Class,Medium,Asia Pacific,Western Asia,JM-6195134
EG-2012-KH633038-41107,2012-07-17,2012-07-22,Standard Class,Medium,Africa,North Africa,KH-633038
CA-2014-HK14890140-41753,2014-04-24,2014-04-29,Standard Class,Medium,USCA,Southern US,HK-148901408
MX-2013-EB1417018-41282,2013-01-08,2013-01-12,Standard Class,High,LATAM,South America,EB-1417018
IT-2012-KT16480104-41113,2012-07-23,2012-07-25,First Class,High,Europe,Southern Europe,KT-16480104
ES-2015-RF193458-42249,2015-09-02,2015-09-07,Standard Class,Medium,Europe,Western Europe,RF-193458
CA-2015-HA14905140-42300,2015-10-23,2015-10-25,Second Class,Critical,USCA,Western US,HA-149051404
CA-2014-HA14905140-41903,2014-09-21,2014-09-25,Standard Class,High,USCA,Eastern US,HA-149051406
ES-2013-AR1082545-41429,2013-06-04,2013-06-08,Standard Class,Medium,Europe,Western Europe,AR-1082545
AO-2014-BP12904-42000,2014-12-27,2014-12-31,Second Class,High,Africa,Central Africa,BP-12904
IN-2012-CM118157-41160,2012-09-08,2012-09-12,Standard Class,Medium,Asia Pacific,Oceania,CM-118157
CA-2012-HA14905140-41089,2012-06-29,2012-07-04,Standard Class,Medium,USCA,Eastern US,HA-149051406
IN-2015-JW1522027-42181,2015-06-26,2015-07-02,Standard Class,Medium,Asia Pacific,Eastern Asia,JW-1522027
IN-2014-ME1801027-41942,2014-10-30,2014-11-03,Standard Class,Medium,Asia Pacific,Eastern Asia,ME-1801027
US-2014-BW112005-41998,2014-12-25,2014-12-29,Standard Class,Medium,LATAM,South America,BW-112005
NG-2015-AB16594-42339,2015-12-01,2015-12-06,Standard Class,Medium,Africa,Western Africa,AB-16594
IN-2015-DK129857-42076,2015-03-13,2015-03-15,First Class,High,Asia Pacific,Oceania,DK-129857
CA-2013-HA14905140-41620,2013-12-12,2013-12-16,Standard Class,Medium,USCA,Western US,HA-149051404
NI-2012-EH376595-41018,2012-04-19,2012-04-24,Second Class,Medium,Africa,Western Africa,EH-376595
CA-2015-HA14905140-42258,2015-09-11,2015-09-18,Standard Class,Medium,USCA,Eastern US,HA-149051406
ID-2015-GM14500130-42180,2015-06-25,2015-06-29,Second Class,Medium,Asia Pacific,Southeastern Asia,GM-14500130
EG-2015-KW643538-42222,2015-08-06,2015-08-08,Second Class,Medium,Africa,North Africa,KW-643538
ES-2012-KM1666045-41123,2012-08-02,2012-08-07,Standard Class,High,Europe,Western Europe,KM-1666045
IZ-2015-MG768061-42181,2015-06-26,2015-07-01,Standard Class,High,Asia Pacific,Western Asia,MG-768061
ES-2015-NW18400139-42160,2015-06-05,2015-06-09,Standard Class,Medium,Europe,Northern Europe,NW-18400139
CA-2013-HA14905140-41586,2013-11-08,2013-11-14,Standard Class,Medium,USCA,Eastern US,HA-149051406
IT-2015-DN1369064-42328,2015-11-20,2015-11-27,Standard Class,Medium,Europe,Southern Europe,DN-1369064
ES-2015-FH1427545-42168,2015-06-13,2015-06-20,Standard Class,Medium,Europe,Western Europe,FH-1427545
IN-2015-JH1543027-42171,2015-06-16,2015-06-19,Second Class,High,Asia Pacific,Eastern Asia,JH-1543027
ES-2015-PO18850139-42264,2015-09-17,2015-09-22,Standard Class,Medium,Europe,Northern Europe,PO-18850139
CG-2015-PV898533-42225,2015-08-09,2015-08-13,Standard Class,Medium,Africa,Central Africa,PV-898533
ID-2013-SJ2050097-41536,2013-09-19,2013-09-26,Standard Class,Low,Asia Pacific,Southern Asia,SJ-2050097
MX-2013-CK1259582-41606,2013-11-28,2013-12-02,Standard Class,Medium,LATAM,Central America,CK-1259582
MX-2013-CD1279082-41521,2013-09-04,2013-09-07,Second Class,Critical,LATAM,Central America,CD-1279082
MX-2013-TP2156536-41558,2013-10-11,2013-10-18,Standard Class,Low,LATAM,Caribbean,TP-2156536
CA-2013-HA14905140-41591,2013-11-13,2013-11-13,Same Day,Medium,USCA,Central US,HA-149051402
US-2014-HA14920140-41861,2014-08-10,2014-08-13,First Class,High,USCA,Southern US,HA-149201408
ES-2015-RB19360139-42181,2015-06-26,2015-06-28,Second Class,Critical,Europe,Northern Europe,RB-19360139
ID-2015-SC2023097-42340,2015-12-02,2015-12-04,Second Class,High,Asia Pacific,Southern Asia,SC-2023097
MX-2014-NZ1856582-41975,2014-12-02,2014-12-07,Standard Class,Medium,LATAM,Central America,NZ-1856582
IN-2014-FM1421559-41866,2014-08-15,2014-08-19,Standard Class,Medium,Asia Pacific,Southeastern Asia,FM-1421559
BO-2014-KB624013-41951,2014-11-08,2014-11-14,Standard Class,Medium,Europe,Eastern Europe,KB-624013
CA-2012-HA14920140-41192,2012-10-10,2012-10-12,First Class,High,USCA,Western US,HA-149201404
IN-2013-KN1639058-41395,2013-05-01,2013-05-04,Second Class,Critical,Asia Pacific,Southern Asia,KN-1639058
CA-2013-HA14920140-41485,2013-07-30,2013-07-31,First Class,Critical,USCA,Western US,HA-149201404
CA-2013-HA14920140-41524,2013-09-07,2013-09-12,Standard Class,Medium,USCA,Western US,HA-149201404
ES-2013-MV1819045-41403,2013-05-09,2013-05-13,Standard Class,High,Europe,Western Europe,MV-1819045
ES-2014-SC2068048-41962,2014-11-19,2014-11-25,Standard Class,Medium,Europe,Western Europe,SC-2068048
US-2014-NL1831036-41996,2014-12-23,2014-12-26,First Class,Medium,LATAM,Caribbean,NL-1831036
MX-2013-AW1093093-41588,2013-11-10,2013-11-15,Standard Class,Medium,LATAM,Central America,AW-1093093
MX-2014-DR1288082-41865,2014-08-14,2014-08-19,Standard Class,Medium,LATAM,Central America,DR-1288082
CA-2014-HA14920140-41926,2014-10-14,2014-10-20,Standard Class,Low,USCA,Central US,HA-149201402
IN-2015-EA140357-42066,2015-03-03,2015-03-07,Standard Class,High,Asia Pacific,Oceania,EA-140357
CA-2013-HA14920140-41481,2013-07-26,2013-08-02,Standard Class,Low,USCA,Western US,HA-149201404
ES-2013-JF1519048-41509,2013-08-23,2013-08-28,Standard Class,Medium,Europe,Western Europe,JF-1519048
IN-2013-LA1678088-41539,2013-09-22,2013-09-26,Standard Class,High,Asia Pacific,Southeastern Asia,LA-1678088
TU-2014-SB10290134-41852,2014-08-01,2014-08-05,Standard Class,Medium,Asia Pacific,Western Asia,SB-10290134
IN-2015-TB2128059-42152,2015-05-28,2015-05-30,First Class,Critical,Asia Pacific,Southeastern Asia,TB-2128059
IT-2015-TS21340139-42287,2015-10-10,2015-10-14,Standard Class,High,Europe,Northern Europe,TS-21340139
US-2012-DK1283536-40939,2012-01-31,2012-02-06,Standard Class,Medium,LATAM,Caribbean,DK-1283536
MX-2014-MC1784518-41783,2014-05-24,2014-05-29,Standard Class,Medium,LATAM,South America,MC-1784518
US-2014-FM1429082-41780,2014-05-21,2014-05-25,Standard Class,Medium,LATAM,Central America,FM-1429082
ES-2013-CL1270091-41295,2013-01-21,2013-01-25,Standard Class,Medium,Europe,Western Europe,CL-1270091
UP-2012-MV7485137-41003,2012-04-04,2012-04-09,Standard Class,Medium,Europe,Eastern Europe,MV-7485137
CA-2014-HA492023-41873,2014-08-22,2014-08-24,First Class,Medium,USCA,Canada,HA-492023
MX-2013-DK1298539-41586,2013-11-08,2013-11-13,Standard Class,Medium,LATAM,Central America,DK-1298539
ES-2013-DW1358548-41584,2013-11-06,2013-11-07,First Class,Medium,Europe,Western Europe,DW-1358548
SA-2015-PG8820110-42339,2015-12-01,2015-12-06,Standard Class,High,Asia Pacific,Western Asia,PG-8820110
IT-2015-TS21430120-42350,2015-12-12,2015-12-14,Second Class,Critical,Europe,Southern Europe,TS-21430120
MX-2015-JD1579093-42354,2015-12-16,2015-12-19,First Class,High,LATAM,Central America,JD-1579093
MX-2013-AJ1078082-41559,2013-10-12,2013-10-15,Second Class,Critical,LATAM,Central America,AJ-1078082
IT-2012-BO1142591-41125,2012-08-04,2012-08-11,Standard Class,Medium,Europe,Western Europe,BO-1142591
ID-2015-KW165707-42132,2015-05-08,2015-05-13,Second Class,Medium,Asia Pacific,Oceania,KW-165707
IT-2012-KH1663062-41149,2012-08-28,2012-08-29,First Class,Medium,Europe,Northern Europe,KH-1663062
ES-2013-LC17050139-41415,2013-05-21,2013-05-28,Standard Class,Medium,Europe,Northern Europe,LC-17050139
ES-2014-TS2116045-41871,2014-08-20,2014-08-26,Standard Class,Low,Europe,Western Europe,TS-2116045
MX-2015-KH1636018-42322,2015-11-14,2015-11-18,Second Class,High,LATAM,South America,KH-1636018
EG-2015-DK309038-42238,2015-08-22,2015-08-24,First Class,High,Africa,North Africa,DK-309038
EG-2014-JE547538-41793,2014-06-03,2014-06-09,Standard Class,Medium,Africa,North Africa,JE-547538
UP-2015-PK8910137-42138,2015-05-14,2015-05-19,Second Class,Medium,Europe,Eastern Europe,PK-8910137
ES-2015-SC2023064-42062,2015-02-27,2015-03-06,Standard Class,Low,Europe,Southern Europe,SC-2023064
IT-2014-SC20575124-41984,2014-12-11,2014-12-15,Standard Class,High,Europe,Northern Europe,SC-20575124
ES-2014-TT21460139-41915,2014-10-03,2014-10-09,Standard Class,Medium,Europe,Northern Europe,TT-21460139
US-2014-TB2105518-41941,2014-10-29,2014-11-02,Second Class,High,LATAM,South America,TB-2105518
ES-2012-JE1571548-41233,2012-11-20,2012-11-25,Second Class,Medium,Europe,Western Europe,JE-1571548
TU-2013-KB6405134-41625,2013-12-17,2013-12-21,Standard Class,High,Asia Pacific,Western Asia,KB-6405134
AG-2014-KE64203-41801,2014-06-11,2014-06-15,Standard Class,Medium,Africa,North Africa,KE-64203
LO-2013-MK8160114-41443,2013-06-18,2013-06-20,First Class,Critical,Europe,Eastern Europe,MK-8160114
CA-2015-HA14920140-42259,2015-09-12,2015-09-14,Second Class,High,USCA,Central US,HA-149201402
IN-2014-VG2179058-41930,2014-10-18,2014-10-25,Standard Class,Medium,Asia Pacific,Southern Asia,VG-2179058
MX-2015-JM1525031-42168,2015-06-13,2015-06-18,Second Class,High,LATAM,Caribbean,JM-1525031
IN-2013-AB1060027-41296,2013-01-22,2013-01-26,Second Class,Medium,Asia Pacific,Eastern Asia,AB-1060027
ID-2014-BD116207-41791,2014-06-01,2014-06-05,Standard Class,Medium,Asia Pacific,Oceania,BD-116207
UP-2014-CK2205137-41961,2014-11-18,2014-11-23,Standard Class,Medium,Europe,Eastern Europe,CK-2205137
ES-2015-JL1513048-42348,2015-12-10,2015-12-15,Standard Class,Medium,Europe,Western Europe,JL-1513048
IN-2012-JM1553558-41156,2012-09-04,2012-09-10,Standard Class,Medium,Asia Pacific,Southern Asia,JM-1553558
ES-2013-ML1804048-41574,2013-10-27,2013-11-01,Standard Class,Medium,Europe,Western Europe,ML-1804048
CA-2013-HA492023-41410,2013-05-16,2013-05-22,Standard Class,Medium,USCA,Canada,HA-492023
CA-2015-HA14920140-42349,2015-12-11,2015-12-15,Standard Class,Medium,USCA,Eastern US,HA-149201406
ES-2013-PW19240139-41342,2013-03-09,2013-03-12,Second Class,Medium,Europe,Northern Europe,PW-19240139
MX-2014-JL1513036-41856,2014-08-05,2014-08-11,Standard Class,Low,LATAM,Caribbean,JL-1513036
IN-2014-CD119807-41768,2014-05-09,2014-05-14,Standard Class,Medium,Asia Pacific,Oceania,CD-119807
IN-2012-CK122057-41254,2012-12-11,2012-12-15,Standard Class,Medium,Asia Pacific,Oceania,CK-122057
ID-2013-JM1558059-41548,2013-10-01,2013-10-06,Standard Class,High,Asia Pacific,Southeastern Asia,JM-1558059
CA-2015-HW14935140-42157,2015-06-02,2015-06-04,Second Class,High,USCA,Central US,HW-149351402
IN-2012-NP1832592-41125,2012-08-04,2012-08-06,Second Class,Medium,Asia Pacific,Oceania,NP-1832592
ID-2014-NS18505144-41884,2014-09-02,2014-09-09,Standard Class,Low,Asia Pacific,Southeastern Asia,NS-18505144
TU-2012-PJ9015134-41074,2012-06-14,2012-06-16,Second Class,High,Asia Pacific,Western Asia,PJ-9015134
ID-2012-CS121757-41027,2012-04-28,2012-05-02,Standard Class,Medium,Asia Pacific,Oceania,CS-121757
CA-2015-HW14935140-42252,2015-09-05,2015-09-07,First Class,Critical,USCA,Central US,HW-149351402
CA-2015-HW14935140-42235,2015-08-19,2015-08-23,Standard Class,High,USCA,Western US,HW-149351404
IT-2015-MG18205124-42367,2015-12-29,2016-01-01,First Class,High,Europe,Northern Europe,MG-18205124
MX-2014-KH1636051-41971,2014-11-28,2014-11-30,First Class,Critical,LATAM,Central America,KH-1636051
MX-2013-MG1789018-41606,2013-11-28,2013-11-30,First Class,High,LATAM,South America,MG-1789018
MX-2012-SV2078551-40911,2012-01-03,2012-01-07,Standard Class,Medium,LATAM,Central America,SV-2078551
TU-2013-AR510134-41627,2013-12-19,2013-12-23,Standard Class,Medium,Asia Pacific,Western Asia,AR-510134
UP-2015-FM4380137-42264,2015-09-17,2015-09-21,Standard Class,Medium,Europe,Eastern Europe,FM-4380137
MX-2014-GA1451582-41731,2014-04-02,2014-04-09,Standard Class,Low,LATAM,Central America,GA-1451582
GG-2012-JF549047-40975,2012-03-07,2012-03-13,Standard Class,Medium,Asia Pacific,Western Asia,JF-549047
MX-2015-BM1114039-42361,2015-12-23,2015-12-30,Standard Class,Medium,LATAM,Central America,BM-1114039
SA-2013-AS240110-41590,2013-11-12,2013-11-16,Standard Class,Medium,Asia Pacific,Western Asia,AS-240110
ES-2014-DK1283545-41974,2014-12-01,2014-12-05,Second Class,Medium,Europe,Western Europe,DK-1283545
UP-2013-EB3840137-41276,2013-01-02,2013-01-06,Standard Class,Medium,Europe,Eastern Europe,EB-3840137
ES-2013-JC1538545-41324,2013-02-19,2013-02-22,Second Class,Medium,Europe,Western Europe,JC-1538545
CA-2015-HW14935140-42056,2015-02-21,2015-02-24,First Class,Medium,USCA,Western US,HW-149351404
IN-2015-LD1700558-42101,2015-04-07,2015-04-11,Standard Class,Medium,Asia Pacific,Southern Asia,LD-1700558
AU-2014-MO75008-41871,2014-08-20,2014-08-22,First Class,Medium,Europe,Western Europe,MO-75008
ES-2013-MA1799548-41394,2013-04-30,2013-05-06,Standard Class,Medium,Europe,Western Europe,MA-1799548
MX-2014-AG1030036-41874,2014-08-23,2014-08-28,Standard Class,Medium,LATAM,Caribbean,AG-1030036
MX-2015-MN1793551-42134,2015-05-10,2015-05-14,Second Class,Medium,LATAM,Central America,MN-1793551
CA-2014-HW14935140-41944,2014-11-01,2014-11-06,Standard Class,Medium,USCA,Central US,HW-149351402
TU-2012-CD2790134-41213,2012-10-31,2012-11-04,Standard Class,High,Asia Pacific,Western Asia,CD-2790134
IR-2012-JO528060-40911,2012-01-03,2012-01-07,Standard Class,Medium,Asia Pacific,Southern Asia,JO-528060
IN-2015-JH1543078-42363,2015-12-25,2015-12-29,Standard Class,Medium,Asia Pacific,Southeastern Asia,JH-1543078
IN-2014-SV2078527-41852,2014-08-01,2014-08-07,Standard Class,Medium,Asia Pacific,Eastern Asia,SV-2078527
MX-2012-JB1600018-41004,2012-04-05,2012-04-05,Same Day,Medium,LATAM,South America,JB-1600018
IT-2012-AF1087034-41195,2012-10-13,2012-10-18,Standard Class,Medium,Europe,Northern Europe,AF-1087034
CG-2015-BO142533-42039,2015-02-04,2015-02-07,Second Class,High,Africa,Central Africa,BO-142533
CA-2014-HW14935140-41870,2014-08-19,2014-08-24,Second Class,High,USCA,Eastern US,HW-149351406
ID-2014-CD1228088-41669,2014-01-30,2014-02-04,Standard Class,Medium,Asia Pacific,Southeastern Asia,CD-1228088
TU-2015-EM4140134-42276,2015-09-29,2015-10-04,Standard Class,Medium,Asia Pacific,Western Asia,EM-4140134
ES-2015-HJ1487545-42364,2015-12-26,2015-12-31,Standard Class,Medium,Europe,Western Europe,HJ-1487545
ES-2014-JM1526545-41792,2014-06-02,2014-06-06,Standard Class,Medium,Europe,Western Europe,JM-1526545
US-2013-JB1540055-41403,2013-05-09,2013-05-13,Standard Class,High,LATAM,Central America,JB-1540055
CA-2015-HW14935140-42084,2015-03-21,2015-03-25,Standard Class,Medium,USCA,Western US,HW-149351404
ID-2015-SG20605144-42286,2015-10-09,2015-10-12,First Class,High,Asia Pacific,Southeastern Asia,SG-20605144
MX-2013-KH1636031-41562,2013-10-15,2013-10-19,Standard Class,High,LATAM,Caribbean,KH-1636031
